status,aircraft,travel_type,travel_class,route,date,seating_comfort,staff_service,food_quality,entertainment,wifi,ground_service,value_for_money,recommended,overall_rating,review,watson_sentiment,watson_score,covid_19,company_age,log_company_size,log_net_profit
✅ Trip Verified ,A321,Family Leisure,Economy Class,Yerevan to Abu Dhabi,Mar-23,4,5,,,,4,3,no,5,"  When I was preparing our trip to the UAE, I read a lot of reviews about wizz air. Unfortunately, there are no other low-cost airlines flying from Yerevan (at least, other flights are much more expensive). I hated Wizz Air in advance, and expected worse. I have installed wizz mobile app, and I couldn't check in - I was getting error ""Something went wrong"". But I successfully checked in on the wizz site. I checked in one person for free, got the free random place, and I checked second person (my wife), purchased next to my place for 11 euro. This way you can have places near not for twice price. We traveled with 1 year child. We got 3 cabin baggage places 40x30x20 up to 10kg each included, plus stroller for free. I have to say that was enough for us. We printed ""boarding cards"" (not boarding passes!) because airline can take money if you don't have them. The experience starting from the airport was fine. Good people, good service. Comfortable plane. Food is not included in the ticket. Definitely not the worst low cost.",negative,-0.319395,0,19,8.531707,5.905089
Not Verified ,,Couple Leisure,Economy Class,London to Sarajevo,Feb-23,2,4,2,1,1,3,2,no,1," My partner and I were denied boarding due to Wizz Air selling too many tickets on a fully sold flight. They offered us a next flight available which was in five days and only two days before our return flight. We were then given a compensation claim form that assured us we would get the money that we would spend trying to get to Sarajevo. We booked flights to Belgrade, hotel for one night, flights to Sarajevo the next day as there was none on the same day. Soon after our return to London, we filled in the claims and expenses. No communication from Wizz Air side, no refund and it has been more than a month, horrible! You are happy to sell too many tickets but not happy to refund the money, very poor experience!",negative,-0.805223,0,19,8.531707,5.905089
✅ Trip Verified ,,Solo Leisure,Economy Class,Madrid to Budapest,Mar-23,5,4,3,,,5,5,yes,8,  Priority lanes were respected but there was an hour delay to the flight. I was sitting in the emergency exit in seat 29F which was very comfortable but the cabin staff that was sitting opposite me was not very good - she charged me 7.50 Euros for a Starbucks capuccino and chocolate croissant when in fact this should cost 5.50 Euros as it qualifies as a special offer. Rest of the crew was very nice and the cabin and toilets were clean.,positive,0.299879,0,19,8.531707,5.905089
✅ Trip Verified ,,Solo Leisure,Economy Class,Bucharest to Athens,Mar-23,1,1,1,1,1,1,1,no,1,"  
Worst airline ever. They charged me 45 euro cause the check in didn't made by my phone. They cannot service quality so they are trying to take your money by this appropriate way. I don't recommend it at all.",negative,-0.884539,0,19,8.531707,5.905089
Not Verified ,,Solo Leisure,Economy Class,Saudi Arabia to Rome,Mar-23,1,1,,1,1,1,1,no,1," No communications about the procedure to fly with Wizz Air from Saudi Arabia. No transit allowed. Full visa fees charged and no-one talked anything about at the moment of purchasing. Delay 2 hours for the departure. Absolutely no service at all. Bad experience, my advice is ""pay little more and never do the mistake to purchase with Wizz Air""",negative,-0.85273,0,19,8.531707,5.905089
✅ Trip Verified ,,Solo Leisure,Economy Class,Yerevan to Abu Dhabi,Mar-23,1,1,1,1,1,1,1,no,1,  Worst airline ever - check in system is the worst and they will ask you to pay a lot. They're taking your money for the worst service. Crew are rude and wouldn't explain it. I wouldn't recommend it for everyone. Attached additional charges to pay because when you check in online you have to pay and when you check in with them at the airport even with 3hrs before you will have to pay 3x. My first time and definitely my last time with this kind of service. ,negative,-0.751185,0,19,8.531707,5.905089
✅ Trip Verified ,,Solo Leisure,Economy Class,Kutaisi to Berlin,Feb-23,1,1,,,,1,1,no,1,  Easily the worst airline ever. Maybe it was some kind of joke to switch my seat so that a 2 meter tall guy would sit in the smallest seat on the plane? I didn't notice it when I got the ticket and they couldn't fix it afterwards. I wish I never had to fly with WizzAir again. Even 1/10 would be too high for such service.,negative,-0.874553,0,19,8.531707,5.905089
✅ Trip Verified ,,Couple Leisure,Economy Class,Rome to Paris,Feb-23,2,3,,,,1,1,no,1,"  Egregious, questionable business practices! I purposely called customer service ahead of time the day before, due to being unable to register for the flight and I did not want to be charged. So, the day of our flight we arrived at the airport 2 hours in advance. There were 2 people there to check in hundreds of passengers for two separate flights, and the line was not moving. When it was finally our turn (about 20 minutes before the scheduled flight time, the Wizz Air rep insisted we pay 80 euros for not registering ahead of time. I tried to explain of the IT issues I had encountered, but she wouldn't listen to us, and told us that was the ""procedure"". So we had to run to another terminal to pay - at which time there was 5 minutes left before the flight. When we asked how to get to the terminal, it was listed at the other terminal (3) (which was a good distance away) but the Wizz Air employee told us it was terminal 4. There were other customers from all over the world (Irish, Portuguese) who had the same problem. At this stage in the game I insisted they show us where we should go. But of course, we had to go through security - where they (temporarily) lost our passports! Honestly, I was afraid of having a heart attack. They did not seem at all concerned, as I assume this is the norm for the company. It was infuriating, and so unnecessary! I hope that no one else ever has such a problem. My conclusion - total rip-off, scam operation. We will never  take Wizz Air again!",negative,-0.835975,0,19,8.531707,5.905089
✅ Trip Verified ,,Couple Leisure,Economy Class,Varna to Luton,Feb-23,1,1,1,1,1,1,1,no,1,"  Very unpleasant experience when came back on Friday 24th  February at Varna airport. The Bulgarian employee of Wizz Air insisted on us showing her the Settled Status Letter in UK and kept us until all people left to the plane. This request does not appear in any of the travelling documents, in England the custom officers do not ask any of this. The Settles Status Letter is not for use and I cannot have it with me. The UK visa account provides all people with a settled status in the UK just with a share code. So, at the border in England, I show just the ID. ",negative,-0.683267,0,19,8.531707,5.905089
Not Verified ,,Couple Leisure,Economy Class,Belgrade to Santorini,Sep-22,1,1,1,1,1,1,1,no,1, Always check in online. Paid 80€ today as we had no internet to check in. 50€ fined to modify one letter in the name passenger. This company is a scam and total disgrace,negative,-0.985258,1,18,8.267629,-6.284321
✅ Trip Verified ,,Solo Leisure,Economy Class,Larnaca to Yerevan,Feb-23,1,2,,,,1,1,no,1,"  The flight was delayed and they put all people in the air hall without letting to move. Very difficult to get any help online. Phone call eats all money and you have to wait for ages. Instead of adding an extra luggage bag they just upgraded the luggage with the same bag. Instead of requested 2 bags I got 1 but with the higher weight.  No return of funds, only on the air company account and you should use it with them only even if you don't even want to hear about this company. Or you will just loose the money. Seats are like village benches comfort. Definitely will never travel with this company again. Highly not recommended.",negative,-0.767855,0,19,8.531707,5.905089
Not Verified ,,Couple Leisure,Economy Class,Riga to Eindhoven,Feb-23,,,,,,2,1,no,1,"  The worst airline I have ever come across. Bought tickets Riga - Eindhoven and back through their app (which i thought was the safest option). Flights got cancelled one by one, then struggle with refunds at first seemed like a relatively small problem, they just showed that my only option is to get my refund in Wizz Air credits, but for some reason it also showed that the refundable amount is 0 eur. I tried contacting live support which took about good 40 minutes, just to get an answer - you will get your refund to you bank account in 5-7 days. When 14 days had passed and I still haven't received my refund, i contacted them again. In result of spending 2 hours trying to get a solution, all I got was - sorry, nothing shows up. Well, I lost all the money, time and energy. Will not be buying from them ever again. Horrible company and scammers.",negative,-0.867695,0,19,8.531707,5.905089
✅ Trip Verified ,,Family Leisure,Economy Class,Larnaca to Athens,Feb-23,2,1,,,,1,1,no,1,"  A 4 hours delay on take off, without any justification. 3 passengers travelling with only one receiving an e-mail notification in English (a language he did not speak), while all the booking process was in Greek. We could not check-in luggage, as we were supposed to do so in the originally scheduled time, meaning we should go to the airport 4 hours earlier. What if the delay was 6 or more hours? No common sense on that. We remained 30 minutes on the airport apron and 1 more hour in the plane and they didn't have the sensitivity to offer some water for free. Will never fly with this airline even if it is the last airlines in the world.",negative,-0.68029,0,19,8.531707,5.905089
Not Verified ,,Solo Leisure,Economy Class,Cyprus to Athens,Feb-23,1,1,,,,2,1,no,1,"  Flying Wizz Air was a terrible experience. They charge you $50 pound extra to check in, due to some nonsense corporate online policy. A three hr prior to flight online check-in is required, this rip-off policy Wizz created for their own monetary benefit. When you try to talk to them Wizz hides behind the policy they created and does absolutely nothing. Poor customer service, other people on our flight were upset by the Wizz check-in rip off and being charged extra for their carry on baggage. Heard other passengers comment they fly all the time and this is the only airline that charged them extra for carry on. Wizz doesn’t hesitate to suck every extra penny they can off of you. I would definitely recommend a different airline even if it cost more. By the time Wizz Air is finished pilfering your pocket it’s cheaper to fly elsewhere.",negative,-0.820181,0,19,8.531707,5.905089
✅ Trip Verified ,A321,Family Leisure,Economy Class,London Gatwick to Faro,Feb-23,3,5,2,,,4,4,yes,8," My first time flying with Wizz and I didn’t expect much given the poor reviews, however I was very pleasantly surprised by my experience. My companion and I had been allocated sears apart which whilst a nuisance was no big issue. However, on boarding we got chatting to a wonderful member of cabin crew who was able to move us into seats together in an emergency exit row. Throughout the flight he, and the rest of the crew were excellent and undertook their job with smile and humour. Our return flight 2 days later, was also excellent. We were delighted to see that the same crew member was once again onboard and he immediately recognised us. He went above and beyond to make our flight comfortable and again move us to seats together. Throughout the flight we were well looked after by all the crew who once again were so friendly, making time to chat with us between duties. The flight deck crew did an excellent job as well keeping us informed of turbulence (we had some nasty turbulence on the way out) and ensuring we were well briefed on the route. Maybe we were lucky but our experiences have been the total opposite of many on here and based on these experiences I wouldn’t hesitate to fly Wizz again.",positive,0.763454,0,19,8.531707,5.905089
✅ Trip Verified ,,Couple Leisure,Economy Class,Rome to Tel Aviv,Feb-23,2,2,,,,1,2,no,2,"  Booked online. Paid extra for everything! Went to add checked bags which again you pay extra for. The site was a bit confusing, and I accidently booked two bags for my travel partner instead of one. Paid for all the extras and then noticed the extra bag for check in. Went back to the site for Manage Baggage but it would not allow a change for number of bags to check in. I contacted Wizz through their Live Chat. The agent said they don't credit back on baggage even though the charge was done just a few minutes before. Be very careful using this airline. Cheap up front then you pay extra for everything, and you have to pay just for the ability to upgrade! Even to call their ""customer service"" will cost you.",negative,-0.516849,0,19,8.531707,5.905089
✅ Trip Verified ,,Couple Leisure,Economy Class,Bergen to Gdansk,Feb-23,1,1,1,1,1,1,1,no,1,"  Over 1000 NOK (100 Euros) for checking in at airport. Online check in closes 3 hrs before, no info in my reservation about this. A small fee I could understand, this is just crazy, because they know we will pay anyway.",positive,0.679436,0,19,8.531707,5.905089
✅ Trip Verified ,,Business,Economy Class,Warsaw to Barcelona,Feb-23,2,4,,,,1,3,no,3,"  Very poor service in the boarding line at Warsaw airport. I was asked to fit my backpack in this metalic structure. My backpack has never had any problems in entering a plane and I was treated in a very condescending way. After losing 15’ and just taking out my computer, I was allowed to enter the plane without the extra charge (of course no need to say that 80% of other customers were having bigger luggage and they were not stopped or asked to size theirs). No sense at all, very annoying.",negative,-0.856844,0,19,8.531707,5.905089
✅ Trip Verified ,,Solo Leisure,Economy Class,Porto to Milan,Jul-22,,,,,,,1,no,1,"  The airline canceled my flight from Porto to Milan. I had another flight scheduled from Milan Malpensa to Brindisi the next day, which I also missed due to their irresponsibility. I tried several times to ask for a refund of the amount paid, and until today, 7 months later, they still haven't paid. Never fly on that airline.",negative,-0.879274,1,18,8.267629,-6.284321
✅ Trip Verified ,,Solo Leisure,Economy Class,Abu Dhabi to Naples,Feb-23,1,1,1,1,1,1,1,no,1,"  I am very disappointed with the poor service of Wizz air, first they change the route of the flight and arrived at check-in it was already closed, the destination was to land in Naples in Italy but they make us land in Rome to after getting us on a bus that has to drive 4 hours more to Naples… it's incredible we book an air ticket to find us on the road by bus. This is the first and last time to use this company and I do not recommend it to anyone, besides it is better that we close this company.  Je suis très déçu du service médiocre de cet appareil Wizz air, premièrement ils changent l’itinéraire du vol et arrivé au check-in c’était déjà fermé, la destination était pour atterrir à Naples en Italy mais eux nous font atterrir à Rome pour après nous faire monté dans un bus qui doit rouler 4h de plus jusqu’à Naples… c’est incroyable on réserve un billet aérien pour nous retrouver sur la route en bus. C’est la première et dernière fois d’utiliser cette compagnie et je ne recommande à personne puis d’ailleurs c’est mieux qu’on ferme cette entreprise",negative,-0.399597,0,19,8.531707,5.905089
Not Verified ,,Couple Leisure,Economy Class,Vienna to Rome,May-22,2,2,2,1,1,2,2,no,1," We went to Rome and at the airport, they told us, that for cancelled flight we get refund (money compensation) The first contact with support was very bad and they wanted to convince us that the flight was not made due to force majeure. But we already knew from the airport that it was a technical fault on the plane. So, after insisting, they reimbursed one ticket. I have been demanding compensation for the second one for 3 months now. Zero communication. DON'T RECOMMEND",negative,-0.76812,1,18,8.267629,-6.284321
Not Verified ,,Family Leisure,Economy Class,Luton to Keflavik,Dec-22,2,1,,,,1,1,no,1," No regard for customer service. Left me and my family high and dry with no support or compensation due to them cancelling flights. Tried on numerous occasions to contact them, eventually they came back spouting European legislation to avoid compensation. Even the CEO ignored our emails, Worst airline ever, think twice before booking with this unhelpful, disingenuous second rate so called airline! Absolutely disgusting!",negative,-0.916043,1,18,8.267629,-6.284321
Not Verified ,A321N,Couple Leisure,Economy Class,Prague to Luton,Feb-23,1,1,1,,,1,1,no,1, Worst of the worst airline. Firstly we was delayed by several hours no info from airline or anything. When we got onboard we was greeted by unprofessional and rude staff members who clearly hated their job. We was sat in emergency exit rows. We got no briefing on how to use the doors like I have from other airlines. Staff members constantly talking to us with attitude and talking down to all passengers,negative,-0.811036,0,19,8.531707,5.905089
✅ Trip Verified ,,Couple Leisure,Economy Class,Abu Dhabi to Belgrade,Jan-23,1,3,1,1,1,1,3,no,1,"  Passengers who purchased the tickets together are being separated in different rows on purpose, even when the plane is half empty. The reason to do this is to make the passengers to pay extra for the seat selection. Wiz Air is the only airline which does that. Other companies are separating the passengers which are traveling together only if there is no other option. And even if you are separated from your buddy in the other airlines, they try to make you seat next to each other when you check in. Not the case with Wizz Air. The other thing - the toy drones are not allowed and nobody from the airline cannot tell you why exactly. Also completely stupid rule which the other airlines don't have. You can bring the battery to the plane (only possibly dangerous element of the drone), but you can not bring the drone, not even disassembled into parts! Wizz Air have some serious organisational, business and personal problems, I will never travel with them again!",negative,-0.828449,0,19,8.531707,5.905089
Not Verified ,,Solo Leisure,Economy Class,Rome to Madrid,Jan-23,1,1,1,1,1,1,1,no,2,"  First and most definitely the last time. Terrible service. They made me pay 35€ after paying 45€ for 10kg hand luggage. The lady was really rude, there were at least 15 people with the same problem and she kept saying: You will not fly with us. I will never fly with this airline again! ",negative,-0.766155,0,19,8.531707,5.905089
✅ Trip Verified ,,Couple Leisure,Economy Class,Athens to Abu Dhabi ,Aug-22,1,1,,,,1,1,no,1, By far the worst airline I have ever travelled with. Myself and my husband had our Greece to UAE flight cancelled 3 times across 5 days in August 2022. We had no choice but to fly with another airline to get back to get home. I started the slow process of uploading expenses and claiming compensation via their portal. I have received no compensation or expenses and it it’s now 7 months later. This is unheard of. The flight was starting in the EU so we are supposedly protected under EC regulation 261/2004. But even with this myself and my husband are outstanding any form of compensation  It’s completely unacceptable and I really hope Wizz are seriously looked into as they are not operating under the EU law. I have had extremely poor contact from Wizz Air and on social channels have been advised to contact call Centre. Call Centre continues to tell you they cannot support with complaints / customer services. It’s something I have never experienced before and I would avoid flying with Wizz at all costs. It makes me question multiple areas of their business if this area is so shockingly poor.,negative,-0.866012,1,18,8.267629,-6.284321
✅ Trip Verified ,,Solo Leisure,Economy Class,Yerevan to Milano,Dec-22,,,,,,,1,no,1,"  I bought a refundable ticket, my flight was rescheduled and I had to cancel tickets. The money didn't go to my bank card, but went to my Wizz Air account. Support of Wizz Air refuses to help me. Now I can't get my money back, I just lost them. Now contacting my bank and reporting a scam.",negative,-0.763534,1,18,8.267629,-6.284321
Not Verified ,,Couple Leisure,Economy Class,Tel Aviv to Bari,Jan-23,,,,,,,1,no,1,"  My flight was cancelled and I requested a full refund in cash. Wizz Air promised the money would be refunded to my credit card but  they actually just gave me Wizz credits and 50 euro less than I originally paid. Be aware, Wizz Air trick you with the exchange rate when you buy your ticket, and then do it again with the refund. They promise cash but refund with credits. I was charged 50 Euro for a flight that Wizz Air cancelled! Do not use this company.",negative,-0.553613,0,19,8.531707,5.905089
✅ Trip Verified ,,Solo Leisure,Economy Class,Warsaw to Lisbon,Dec-22,1,2,1,1,1,1,2,no,1,"  I filed the claim for compensation of the broken luggage, they responded with a request of some additional papers. I have provided the full list of everything they asked, and after this they just simply stopped responding. 5 email and no response, just ignoring my messages. Now I opened a dispute with my bank against them. It's a complete disappointment and 0 stars to this cheap (in terms of quality and service) airline.",negative,-0.84765,1,18,8.267629,-6.284321
✅ Trip Verified ,,Solo Leisure,Economy Class,Malaga to Bucharest,May-22,1,3,1,1,1,1,1,no,1," The experience with this Wizz Flex option is like walking on the street in broad daylight, someone sneaks up on your from behind, extracts 200 Eur from your pocket and walks away. Now the long story: I specifically bought a return flight with Wizz Flex option, in total amount of 260 Eur (212 Eur the actual flight fare and the rest in fees). So I would expect (after reading the Terms & Conditions of Wizz Flex), in the eventuality of asking for refund, to be entitled to 212 Eur back. I postponed the flight once. During this process, the Wizz Air website shows you available dates and after you select the new dates, it computes the price for the new flight and shows you only if there is a difference in price in their favour (if you have to pay something extra or not). I did this, nothing extra to pay, all good here. Later it became clear I will not be able to travel at all, so I went for the second benefit of the Wizz Flex, cancelling and getting a full refund. Surprise: Wizz Air congratulates me for being eligible for a full refund: 40 Eur! At this point I spend more money to call them (the only way to contact is by phone, charge with 1.2 Eur per min), to find out that when I postponed the flight, my refund value was automatically changed to the value of the flight from those new dates. A value which was not even displayed to me during this process. Again, during flight change, Wizz Air computes the value of the new flight and only shows you if you have to pay more for the new dates. It purposely does not warn you that not only you don't have to pay more, but that you are exchanging tickets worth 260 Eur to tickets worth 40 Eur and that this will affect your refund value too. Besides this practice being so obviously mean to trick you, is this even legal? To make a parallel, it is not legal to run an online shop that shows products you can buy, to charge your customers and to not show them the price they will be charged with. Even if you add this to your Terms & Conditions, that the client must do whatever they can to figure out the price and that you're free to charge whatever you like, it is not legal to do so.",positive,0.433229,1,18,8.267629,-6.284321
✅ Trip Verified ,A321,Couple Leisure,Economy Class,Gatwick to Palma de Mallorca,Sep-22,,,,,,,1,no,1,"  Me and my wife were looking forward to flying with Wizz, with the new aircraft they where using. That's where everything changed. On the day of our flight we got a text at 09:32 to say we are sorry to inform you W9 5721 LGW-PMI flight is cancelled. To re-book or refund please visit wizzair.com. Your rights were emailed to you. Great we had about 2hours to sort this either rescheduling or finding another flight as our airport is about 2hours away. We ended up using Ryanair from Stansted which is 2 1/2 hours away. They got us there almost on time, on way home we were delayed over 4 hrs but Ryanair gave us compensation and it was handled very quickly can't complain so for that thanks Ryanair will use you again in the future. So we submitted our claim with Wizz on the 4-10-2022 we got a response on the 29-10-2022 to say they are looking into the claim. On the 29-11 they said that our claim has gone through and we will receive our monies 14 - 20 work days as we opted to have the money instead of the Wizz credits. We still have not received our refund well over the 20 workdays have emailed them still waiting to here back 8 days have passed. Avoid using Wizz as they seem to struggle to offer just a simple flight and you can't seem to get anywhere if there is a problem like a simple claim to give your money back. Never will I ever consider using Wizz again!",negative,-0.598258,1,18,8.267629,-6.284321
✅ Trip Verified ,,Couple Leisure,Economy Class,Prague to Larnaca,Dec-22,1,1,,,,1,1,no,1," This was the first and most definitely the last time I have used these scammers services. As per usual (judging by the number of negative reviews on the same matter) I was unable to check in to my flight due to a technical issue with THEIR system. Nevertheless, and despite my complaints, I had to cough up €100 so they could check me and my partner in the flight. To add insult to injury after paying the check in “penalty” to a separate booth (as per their usual tactic) and returning back to the check in area the lady had the audacity to inform me that I had not checked in. After providing the receipt that the other employee gave me to supposedly check me in the lady in the check-in counter proceeded to print our boarding passes within seconds. €100 for printing two boarding passes. Avoid these scammers at all cost. Everything from the predatory nature of their website where they charge you for things that other low-cost airlines never did, to the customer service, to the “glitches” in their system indicate one thing. Their sole purpose is to take your money.",negative,-0.828056,1,18,8.267629,-6.284321
,,Solo Leisure,First Class,Keflavik  to London Gatwick,Nov-22,4,3,,,,1,2,no,1,"Appalling customer service, or non-existent customer service should I say!! My friend and I have had problem after problem since we booked flights with them back in Sep 2022. They cancelled our outbound flight to Reykjavik without explanation, and there was no alternative with Wizz Air for the same day we wanted so we cancelled that flight with them and ended up paying more for another airline to fly on same date! They still haven't acknowledged or responded to our requests, let alone refunded the flight fare yet! It’s been 3 months. On a separate return flight with Wizz Air (that shockingly wasn’t cancelled), online check-in did not work - with a message of internal error appearing on the online portal. 3 times I tried to check in online with the same issue recurring, so I had no choice but to leave it there. At the airport, the desk staff made us pay airport check-in fees of 45Euros per person, which is outrageous in itself, despite us explaining the online error we faced, and then said you can contact Wizz Air customer service later to claim this back/ask them to waive fee. Absolutely ridiculous. There is not a Wizz Air representative present at the airport, as all their desk staff is outsourced so trying to have any matters sorted on the day is futile as these staff members have no authority to make decisions. To make matters worse, one of the in-flight crew members were also extremely rude. I was travelling with a friend who became injured during our trip and needed accessibility assistance; the crew member failed to communicate how she would be supported upon landing to get off the aircraft, and became very rude and impatient in her responses, when we asked legitimate questions after landing. We waited until all passengers had left the aircraft, and only then approached them to find out what was going on but we were just sharply told to “Wait!” without any clarification about what help will be offered. It is disgusting that they would treat a vulnerable customer with so much disrespect, and do so little to reassure them. We have been contacting them for months since our initial booking, but have not had any response or any positive action taken to resolve matters via email and through their contact form online. It is almost impossible to get hold of them. They simply don't care, and just want people's money. It seems it is not only their customers they treat so poorly since I spoke to a crew member on the flight, who also moaned that they have received many complaints and even as a staff member, she wasn’t even offered a flight with them to visit her family members who were unwell or easily given time off. It’s clear they are stone cold as a company, and care about nothing but profits. There are so many negative and worrying articles about them in the media. Still, they don’t act on customer complaints in a timely manner. I rarely waste my time and energy on writing bad reviews, but Wizz Air have been so poor with their customer service and strike me as a very unethical company given the countless bad reviews and comments I see online everywhere, that I feel compelled to write my experience also. I would not even give them a single Star but unfortunately you have to click on one to post a review!! I am fuming and will never be using this airline again. We also intend to escalate our case to the Ombudsman from here. Please do not fly Wizz Air, if there’s a reasonable alternative available to you! I would much rather pay a lit",negative,-0.861244,1,18,8.267629,-6.284321
Not Verified ,,Family Leisure,Economy Class,Malpensa to Gatwick,Dec-22,1,1,,,,1,1,no,1," The first and last time I fly with this company. 2 hour 30 mins of delay (annoying but this can happen). No communication from staff. Gate changed without notification. (only after asking) we were offered a voucher which could only be used in a shop a huge walk away from our gate, the voucher was valid for one pathetic bottle of water (no food). Flying with children who were starving. Lesson learnt. Pay a bit more for a ticket with a proper company.",negative,-0.670074,1,18,8.267629,-6.284321
✅ Trip Verified ,,Couple Leisure,Economy Class,Budapest to Athens,Dec-22,5,5,4,,,4,5,yes,9,"  It was an amazing experience, with wonderful flight attendants Edina and Oskana. Thank you for everything.  Leather seats, organized crew, no problem with luggage Check in.",positive,0.992469,1,18,8.267629,-6.284321
✅ Trip Verified ,A321,Couple Leisure,Economy Class,Budapest to Berlin,Dec-22,1,1,1,,,1,1,no,1,"  Worst airline ever! This is the only airline I have encountered that is actively trying to bring discomfort to its passengers. Not even Ryanair is so greedy that they not only on purpose don't put companions next to each other with ""random"" seat assignment but it is so not random that they block the seats around you (even though they are free) so that you can only sit next to each other if you buy seats for both (changing one is never enough). In addition, they are actively searching for people who's bag might be slightly to large and force them to by ""priority luggage"" on the spot. Be aware that this airline does not just strictly follow its own rules but actively tries to bring you discomfort in the hope they can squeeze you for some more money",negative,-0.882113,1,18,8.267629,-6.284321
✅ Trip Verified ,A320,Solo Leisure,Economy Class,Budapest to Târgu Mureș,Dec-22,3,5,,,,5,5,yes,10,"  Excellent service. Smooth check-in, no line, fast track at the airport for an extra 5 euro. Flight on time. Friendly staff, paid on-board catering. Overall a pleasant experience with this airline.",positive,0.909147,1,18,8.267629,-6.284321
Not Verified ,,Family Leisure,Economy Class,Belgrade to Nice,Jun-22,1,1,1,1,1,1,1,no,1,"  By far the worst airline. 1st of all they make people pay to check in at the counter. Ridiculous! Who does that? If you check in online in advance than you don’t need to pay 50 euros per person. We had 8 people traveling and when I tried to check us all in online I couldn’t because the website had a glitch in the system that was rejecting one person to check in. I tried everything, by excluding that person from check in but the site didn’t allow it. So, when I went to the airport counter and explained the situation they completely ignored the fact that their system is not set up correctly and made me pay additional 400 euros (50 euros per person) for check in. Absolutely rude and terrible customer service. Very bad experience. Do yourself a favor. Travel with class with more established airlines.",negative,-0.951435,1,18,8.267629,-6.284321
✅ Trip Verified ,,Couple Leisure,Economy Class,Gatwick to Mykonos,Jun-22,,,,,,1,1,no,1,  Would give zero if could. International flight cancelled 30 minutes before take-off. Left stranded at airport 11:30 at night. Complaint and escalation via ombudsman. Found guilty and instructed to pay compensation. It has been 6 months and still no compensation paid. Avoid at all cost. It might be cheap on the surface but it will cost you so much more in the end.,negative,-0.600752,1,18,8.267629,-6.284321
Not Verified ,,Family Leisure,Economy Class,Abu Dhabi to Baku,Dec-22,2,2,,,,1,1,no,1,"  Firstly, they charged every passenger AED 180 for the check-in, none of the airlines charged me for check-in. Secondly, we took more than 1 hour to do the boarding, which delayed our flight I'll not use this airline again.",negative,-0.927159,1,18,8.267629,-6.284321
✅ Trip Verified ,,Couple Leisure,Economy Class,London Gatwick to Tel Aviv,Jun-22,1,2,1,1,1,1,2,no,1,"  Wizz Air cancelled our flights 3 hours before our flight - no reason provided - left us stranded in London without any support, guidance, vouchers. Nothing except the ability to rebook on the next available flight 2 days later (from a different London airport). We covered all costs ourselves - hotel, taxis etc. We are now more than six months later and Wizz Air have not responded to any of my multiple emails or claims - NO reimbursement provided and no compensation which is in fact legally owed under EU law. Avoid Wizz air at all costs. Also, how are the appropriate bodies still allowing them to operate as an airline? Bizarre - they are absolutely shocking.",negative,-0.890176,1,18,8.267629,-6.284321
✅ Trip Verified ,,Solo Leisure,Economy Class,Luton to Sofia,Jun-22,1,1,1,1,1,1,1,no,1,"  My flight delayed 5hrs, I spent 8 hours at the airport. When I finished the complaint about delayed flight was written, that We usually solve this type of complaint within 10 days. Our team is actively working on resolving your claim in the shortest time possible. Doesn't matter, that 8 weeks is the maximum period to be resolved this kind complaint, passed almost 5 months no reaction from them. To contact them about existing complaint is impossible. I will never use this company again.",negative,-0.905563,1,18,8.267629,-6.284321
Not Verified ,,Couple Leisure,Economy Class,Copenhagen to Bucharest,Oct-22,2,4,2,1,1,1,1,no,1,"  I can only agree with the many other bad reviews here. I cant even prove my review, because at no time did we receive any receipt. Not even for buying the ticket, not for cancelling the tickets, not for calling and asking for a receipt, not for writing to them to complain. Why is this? We had two return tickets bought directly through Wizz Air. They moved the return home time forward 12 hours, which is why we contacted them to cancel the tickets. They stated that they could and I asked thoroughly if we got all the money back, which was confirmed several times. Time passed and we heard nothing, we call again for a refund. They stated again that the money was on its way. On the 3rd call, which was 3 days before departure, they suddenly told us, that we could not get the money back! They had since the first call cancelled and deleted our tickets from our Wizz Air page, so now we were without money and tickets. The complaint has been sent, but now over one month later we haven't heard anything. Unfortunately, we only read the many reviews afterwards. There are probably many people who travel with Wizz Air every day without problems, but on the day you have to changed something or refunding, and then I would probably be nervous. ",negative,-0.780983,1,18,8.267629,-6.284321
Not Verified ,,Family Leisure,Economy Class,London to Las Palmas,Dec-22,1,1,,,,1,1,no,1,  Absolutely appalling! They cancelled my flights 6 months in advance and only offered a partial refund despite not having any alternative flights available! Awful company!,negative,-0.969193,1,18,8.267629,-6.284321
✅ Trip Verified ,,Solo Leisure,Economy Class,Gatwick to Larnaca,Sep-22,,,,,,1,4,no,1,"  Flight canceled and got no refund. The flight was delayed for 3 hours and then totally canceled last minute while we were boarded in the plane, leaving no one with any provision for accommodation. Awful customer service and compensation (I got £0) even though they said they would refund me for travel and accommodation. This was clearly a lie as it’s been over 2 months since. Won’t be flying again, I’d recommend avoiding them.",negative,-0.926226,1,18,8.267629,-6.284321
✅ Trip Verified ,,Solo Leisure,Economy Class,Rome to Timisoara,Nov-22,4,5,4,,,5,5,yes,9,"  I fly Wizz Air regularly and flights are pleasant, excellent value for money and usually take off and arrive on time. On my flight from Rome to Timisoara the flight crew was mostly Italian (and perhaps Maltese) which probably explains why they came up with the nonsense idea to tell passengers that ""for the balance of the plane please do not stand in the aisle whilst waiting to disembark"" which is of course false but it was a harmless idiocy nothing else.",positive,0.45031,1,18,8.267629,-6.284321
