status,aircraft,travel_type,travel_class,route,date,seating_comfort,staff_service,food_quality,entertainment,wifi,ground_service,value_for_money,recommended,overall_rating,review,watson_sentiment,watson_score,covid_19,company_age,log_company_size,log_net_profit
? Trip Verified ,Boeing 737-700,Couple Leisure,Economy Class,Kiev to Nantes via Amsterdam,20-Jun,,,,,,,1,no,1,"  My Kiev to Nantes via Amsterdam flight for the end of July was partially cancelled. No option to get cashback for the whole flight. No alternative proposed by the airline. Reservation was done directly through the site airfrance.fr. Flight is served by Air France and KLM. Search in Internet and on Air France site for solution: no solution. Search in Internet and on Air France site for e-mail or other digital communication service: no solution. Call Air France French support - after 40 minutes I got a person answered in English, which redirected me on other phone line. After 40 minutes on the other hone line the call is ended with no answer. Next day after 1 hour I got an answer that I should contact KLM service support for my problem. After 1 hour on phone I finally got in contact with KLM. They told that I should call another country KLM customer support.",negative,-0.583592,1,87,8.766394,-8.128585
Not Verified ,,Couple Leisure,Economy Class,Los Angeles to Paris,19-Aug,,,,,,,5,yes,10,"  My wife and I had plans to visit in March and April 2020. Do to Covid19, we rebooked our trip to August 17, 2020. Recently there was some mix up and our new reservation disappeared. We contacted Air France USA and they offered to reinstate the reservation or issue a voucher. Due to the uncertainty caused by Covid19, we decided to have the voucher issued. The person that assisted us was very helpful and made the experience easy. We are looking forward to visiting France in 2021 when things are more settled. We would like to thank Air France USA for the excellent service they provided. This experience and the service we received during our last flights on Air France, make Air France our first choice of airline.",positive,0.947463,0,86,9.716435,5.638355
Not Verified ,A320,Solo Leisure,Business Class,Vienna to Munich via Paris,20-Mar,5,5,5,,,5,5,yes,9,"  Vienna to Munich via Paris in March 2020. Exceptionally well trained and friendly staff, from the moment I arrived at the airport to the moment when I left my arriving airport. The food was outstanding for a short haul flight while my seat in the first row offered plenty of space. The only down side was that there was no jacket hanger (just put it on the middle seat), aside of that especially the quality of the food and the crew were outstanding. Also very flexible with additional/overweight baggage. Despite there being no monitors, the airline seems to offer an app for entertainment, which I did not make any use of.",positive,0.62673,1,87,8.766394,-8.128585
? Trip Verified ,,Solo Leisure,Economy Class,Sofia to Tokyo via Paris,20-Apr,,,,,,,4,yes,8,"  
I decided to fly with Air France because of their reputation and quality of service. Moreover their price was competitive compared to other airlines. I had to fly end of April and return beginning of May. But as many other passengers my flight was affected by the COVID-19 pandemic and had to be canceled by the airline. I understand that it is a force-major situation that has never happened before and I understand that they can't refund immediately the money to all the passengers. I was happy to get a refundable travel voucher so applied for one on their web site. My main review is for the experience with their customer service. The support staff in Bulgaria was very polite and helpful. I got all the necessary information and assistance from them. And although I had some feud up later with the support staff from their headquarter in France, I am overall satisfied with the customer service received. A week after exchanging e-mails with the headquarter I received my refundable travel voucher. I would most likely try to send it on another flight since I just postponed my trip and not canceled it at all. Had I have received a better customer service from the staff in France I would have give 10 of 10 rating.",positive,0.48536,1,87,8.766394,-8.128585
? Trip Verified ,,Solo Leisure,Economy Class,Frankfurt to Quito via Paris,19-Sep,2,2,,,,1,1,no,1,"  Frankfurt to Quito via Paris in September 2019. The plane left Frankfurt 45 minutes late. Therefore, I arrived together with 5 other passengers at the gate of my connection flight in Paris only 35 minutes before departure. At this point of time, there was no employee from Air France present at the gate. After a couple of minutes, two employees came back from the airplane (which still was there) to the gate. They told us that boarding is only possible up to 30 minutes before departure and that the plane will leave in 28 minutes, therefore we were not allowed to board anymore. A request for refund was denied. Reason for deny a refund was that the delay of the first flight was caused by ¡°heavy air traffic¡± in Europe. ",negative,-0.711075,0,86,9.716435,5.638355
Not Verified ,,Family Leisure,Economy Class,Paris to Dublin,20-Mar,,,,,,,1,no,1,"  Booked flights for myself and family for March 18th. This airline is a complete and utter nightmare. Just got an email response to my request for a refund.  Email just apologised for delay and hoped my problem was resolved! No it is not resolved. That why I was contacting you! They have taken my money, cancelled the flights and not given me my money back. Good luck getting through on the phone. They know nothing and can do nothing. ",negative,-0.591203,1,87,8.766394,-8.128585
Not Verified ,Boeing 777,Family Leisure,Business Class,New York to Paris,19-May,4,4,4,4,3,5,3,yes,8,"  I have flown the Air France¡¯s Business class several times and that¡¯s actually one of my favourite business class product. Especially for the seat which is great - try to avoid their A380s which are equipped with the old one. I really enjoyed the food and the crew was great, very friendly. The Lounge in New York JFK is amazing.",positive,0.886177,0,86,9.716435,5.638355
? Trip Verified ,,Solo Leisure,Economy Class,Paris to Tel Aviv,20-Apr,,,,,,,4,yes,9,"  Paris to Tel Aviv. I booked months ago, a long week end in Israel and Coronavirus arrived.  Air France was very fair, on their website , they offered to cancel your flight and give you the voucher of the same value for another flight valid 1 year. ",positive,0.356682,1,87,8.766394,-8.128585
? Trip Verified ,,Solo Leisure,Economy Class,New York to Paris,20-Mar,1,1,,,,1,1,no,1,"  New York to Paris. This  experience was terrible. Avoid Air France at all cost. They¡¯re taking advantage of the virus situation to have people pay way to much for an expected service that doesn¡¯t match your lower expectations. My food was inedible.  No entertainment on the plane, screens not working.They don¡¯t even give you towels or hand sanitizer. My experience was bad, from beginning to end. I¡¯ll never fly Air France again.",negative,-0.853427,1,87,8.766394,-8.128585
? Trip Verified ,,Solo Leisure,Economy Class,Cairo to Oslo via Paris,20-Mar,,,,,,1,1,no,1,"  Cairo to Oslo via Paris. I never got to travel.  I ordered a ticket from them online on the 14th March 2020. Everything seemed in order and I received a confirmation that the booking was confirmed. I could also see that the amount had been reserved on my MasterCard. The e-mail with the confirmation did not include a lot of information other than a link to the details of my trip online. By accessing the link I could see that everything was in order. The next day, when my travel was supposed to take place, I checked the link once more, but this time nothing showed up. I just got a blank internet site. By contacting the airline, they informed me that my booking was cancelled by them. I had received no information about this from the airline. The given reason was that it was apparently not possible to order a trip from Egypt with Air France online within the last 72 hours before departure. Nothing on their website had indicated this as far as I could see and my booking had through. The man I spoke to had no solution to this problem, but told me I had to personally show up at the airport and order a flight from Air France and pay in cash. I told him I needed a booking to make sure I got a seat, given the coronavirus situation. He made a new booking in my name and told me I had to pay for the tickets at the airport before 22:00 p.m. I went to the airport very early to make sure I would get my ticket in good time, but at the airport there were no one from Air France. By calling them I got information that my second booking also had been cancelled (again with no warning from the airline) and that they wouldn't have personel on the airport until three hours before the flight, meaning not before 22:50 hours p.m. The guy I spoke to this time said he would make a new booking for me, but he could not guarantee that this new booking would also not be cancelled and he could give no guarantee for availability. This was ""not in their policy"", so he could basically do nothing. I asked him if it was in their policy to accept two bookings from a customer, reserve money on their credit card and then cancel the booking twice without giving any information or heads-up to their customer. A question for which their representative had no answer.  I was not willing to take anymore chances of delaying my booking any further, so I booked another trip with Emirates without any issues at all. Now, four days later, on Tuesday 17th march, the amount is still reserved on my MasterCard. As a finishing touch, I might add that I had three friends who actually made the trip with AirFrance on the very same flight I was supposed to take. The time of their booking online? The very same day as I made mine, meaning, well within 72 hours of departure.",negative,-0.739693,1,87,8.766394,-8.128585
Not Verified ,,Family Leisure,Economy Class,Oslo to Miami via Paris,20-Mar,,,,,,,1,no,1,"  Oslo to Miami via Paris. Were supposed to fly the day after the US initiated the travel ban from Europe. The check-in didn't work, rescheduling didn't work and cancellation didn't work. I got the same error-message each time asking me to contact customer service. Tried to call two days in a row, but the Norwegian number didn't work. Tried to contact them on Facebook, but the response I got was that I could check in my hand baggage for free. Still haven't received any information regarding my flight, and there is no way I can contact them.",negative,-0.828053,1,87,8.766394,-8.128585
? Trip Verified ,,Solo Leisure,Economy Class,Marrakech to Istanbul via Paris,20-Mar,,,,,,1,1,no,1,"  I had booked a flight Marrakech to Istanbul Via Paris with Air France on early January. I have a Moroccan passport and I did check on the web site of France Government if I do need a transit Visa for my two hours layover and it appears that Moroccans do not need one. Air France agent refuse to process my check in stating that I need a transit Visa. I requested her to double check but she refuses to process my check in and confirmed that they will refund me the total cost of my ticket. I gave up and purchased a direct ticket for the following day. Since the flight date, March 4th, I've been contacting Air France for my refund and they have been telling me to contact Expedia. When I do so, Expedia is telling that Air France are responsible for their refuse and there is nothing they can do. They are also telling me that the system reports that I did not show up to the flight. I am not sure why this agent refused to process my check-in. Now I am unable to get a refund of the ticket and ended up paying another ticket for the next day which costs me way more because of the time frame.",negative,-0.791503,1,87,8.766394,-8.128585
? Trip Verified ,,Family Leisure,Business Class,Los Angeles to Paris,20-Mar,,,,,,,1,no,1,"  We had booked 2 business class tickets for April and decided to postpone the trip due to the coronavirus outbreak. When trying to make the change online, we inadvertently canceled the trip. I called customer service during business hours, waited for 30 minutes, and was then disconnected. I called back, waited another 20 minutes, was connected with the wrong department who couldn't help me and told me to call back the next day. When I called back, I was told that the ""refunds department"" had already processed a partial refund (half of the ticket price) and they could not reinstate our tickets. They said that the partial refund would take 4-6 weeks to process. ",negative,-0.926215,1,87,8.766394,-8.128585
? Trip Verified ,,Couple Leisure,Economy Class,Paris to Dusseldorf,20-Feb,,,,,,1,1,no,1,"  Paris to Dusseldorf. I was scheduled to fly British Airways to London to connect to Paris, and then Air France to Dusseldorf on a No Baggage ticket. However, the flight was delayed four hours and so they transferred me to AF for flt 65 to CDG. I was not accepted as a passenger because my carry-on luggage (a laptop bag and a carry-on suitcase) weighed 20.2 kg.  Air France asked me to pay them $50 to transport this, but I did not feel that a $250 charge per kilogramme to be reasonable, so I returned to BA and flew on them arriving at CDG at 17:40. My flight to DUS was at Terminal 2G and I arrived too late for my booked flight. Air France ground staff was uninterested in mitigating the misconnexion and demanded an extortianate payment of 300€ to be put on the next flight. Instead, I stayed overnight in Paris (59€) and went to D¨¹sseldorf by train (139€). ",negative,-0.581882,1,87,8.766394,-8.128585
Not Verified ,,Family Leisure,Economy Class,London to Accra,20-Feb,2,2,2,3,1,2,1,no,1,"  Air France have for the second time in as many trips cancelled my early arrival into Accra Ghana. A flight that was supposed to arrive into Ghana at 17.45 now arrives at 21.40. They didn't even have the decency to move the outward flight from the original 9.00am departure so as to minimize waiting time. So to recap, their proposal is leave at 09.00 to arrive at 21.40. For a flight to Ghana. Not Hong Kong, Ghana which is around 6 hours away. So their depriving me of one whole day in effect. That seems to be Air France's default approach, make the passenger worse off. The last time I flew with them (to my Father's funeral) they cancelled my Saturday departure and put me on the Sunday flight. Around an hour of phone calls later I was moved to the Friday service. And during that flight I never did receive the glass of cognac I requested post my meal. The first time I have flown with a national carrier and wasn't served cognac as part of the bar service. This time around, again I'm worse off. I will never choose this carrier again.",negative,-0.836261,1,87,8.766394,-8.128585
? Trip Verified ,,Couple Leisure,Business Class,Brisbane to Paris,20-Feb,,,,,,,2,no,1,"  Brisbane to Paris via Hong Kong booked for June 2020. Air France Sydney office used to be very helpful, not any more, and they don't answer their phone. So I had to book online, business class to Paris and back to Brisbane. All booked and paid for. Then I discovered that Air France had substituted an economy flight to Brisbane without my knowledge. I specified business on the web site, but only afterwards did I find that an economy leg had been substituted. ",negative,-0.588134,1,87,8.766394,-8.128585
? Trip Verified ,A320,Solo Leisure,Economy Class,Paris to Madrid,20-Feb,5,5,,,,5,5,yes,10,  Paris to Madrid. I was suffering a stong migrane at Paris airport. Luckily I had the chance to count on the help of a magnificent Air France member who made sure I got inside the plane and he took care of my hand luggage and talked to the cabin crew so I was carefully looked after during the flight. I cannot be more thankful to the whole Air France team .,positive,0.473952,1,87,8.766394,-8.128585
? Trip Verified ,Boeing 777-300ER,Solo Leisure,Premium Economy,Paris to New York JFK,20-Feb,4,5,4,,,3,4,yes,10,"  Paris to New York JFK. I sincerely wanted to thank the crew of flight AF 022 for their kindness and their very kind service. When I asked for information about the flight, they responded quickly and efficiently. The staff were smiling and kind, rarely encountered on other flights. I was touched by the certificate of the entire Air France team signed by the cabin manager Sebastien and the two lucky stones from Madagascar. Thank you very much for a wonderful flight! Je tenais sincerement a remercier l`equipage du vol AF 022 pour sa gentillesse et leur service tres aimable. Quand j`ai demande des renseignements sur le vol, ils ont repondu rapidement et avec efficacite. Le personnel etait souriant et gentil, rarement rencontre dans les autres vols. J`ai ete touch¨¦e par le certificat de toute l`equipe Air France signee par le chef de cabine Sebastien et les deux pierres porte bonheur de Madagascar. Merci beaucoup pour un merveilleux vol! Irene Damm",positive,0.859132,1,87,8.766394,-8.128585
? Trip Verified ,Boeing 777,Couple Leisure,Economy Class,Tokyo to Birmingham via Paris CDG,20-Feb,2,3,4,1,,2,4,no,3,"  Tokyo to Birmingham via Paris CDG with Air France. Very average. Seat uncomfortable, old and shabby. Clearly showing its age. Leg room and recline ok. Inflight entertainment, very aged, poor interface, tiny screen, and poor selection of films and TV. No plug on the seat, and only a USB2 slot. Food, good selection, main meal and breakfast nice, good selection of snacks throughout. Minimal alcohol available outside of meal service. Airport: CDG full of rude staff. Overall a poor experience, rescued only by the fact that it was a pretty cheap flight.",negative,-0.533429,1,87,8.766394,-8.128585
? Trip Verified ,AF217,Solo Leisure,Economy Class,Mumbai to Frankfurt via Paris,20-Feb,1,1,1,3,,3,1,no,1,"  Mumbai to Frankfurt via Paris. Rude staff who were indifferent to me. Distributed snacks to random seats and omitted the rest. Onward journey welcome beverages and mail meal were served at the same time.  Return journey: Snacks were  skipped. Breakfast was the main meal, and cabin crew collecting the trash 15 minutes after serving. Seats were extremely tight. Calls for drinking water when going out from window seat was very challenging and went unanswered. My food was minimal. Toilet lacked hand disinfectant and hand moisturiser. Online check in  was slow, and took me nearly 1.5 hours to check-in after at least 6 attempts. Paris- Frankfurt was worse, and the food included warm beverage and 2 biscuits or a croissant",negative,-0.639798,1,87,8.766394,-8.128585
? Trip Verified ,,Business,Business Class,Copenhagen to Buenos Aires via Paris CDG,20-Jan,1,1,,,,1,1,no,1," Copenhagen to Buenos Aires via Paris CDG. My Lufthansa Business Class flight from CPH was delayed, so they  transferred me to Air France, so I could still make a flight to Buenos Aires. Of course, Air France was paid by Lufthansa for this. Now Air France says they will not award me mileage points because I originally booked on Lufthansa. So Air France claims that Lufthansa should award me miles! ",negative,-0.707925,1,87,8.766394,-8.128585
? Trip Verified ,Boeing 777-300,Couple Leisure,Economy Class,Fort de France to Paris,20-Feb,1,3,1,,,2,1,no,2,"  Fort de France to Paris. 8.5 hours flight on a 13 year old Boeing 777 (F-GSQR). The personnel was courteous and professional but they could not make up for my miserable experience. Very uncomfortable seats, little to no space for the legs and for the shoulders, plastic head rest that makes you sweat your neck. AC barely working, it¡¯s been hot the whole flight. Entertainment system with a screen that was slow, sluggish. No outlet or USB port to recharge your device.  My food was low/average in quality.  My partner is pregnant (6th month) and there was no possibility to select another more comfortable seat for her, there is no correspondence between the service received and the price paid, which is premium.",negative,-0.901354,1,87,8.766394,-8.128585
? Trip Verified ,A318,Couple Leisure,Economy Class,Hamburg to Paris,20-Feb,5,5,5,5,5,4,4,yes,8,"  Hamburg to Paris. Very nice flight! Staff was very friendly despite the early morning hour. Staffs languages (French, English, German, Spanish) were openly announced. Aircraft had Wifi based entertainment on board running in the browser, surprisingly large movie selection. Onboard internet was available, messaging for free!!, other options were reasonable priced. French Breakfast was served (aka Croissants), with some very nice Lavazza Coffee. During the early morning flights the lights were kept turned off so wanting to find some sleep was very easy. All in all a really surprisingly decent short haul flight!",positive,0.725774,1,87,8.766394,-8.128585
? Trip Verified ,A320,Solo Leisure,Economy Class,Amsterdam to Paris,20-Jan,4,5,4,,,5,5,yes,8,  Amsterdam to Paris. A short flight but with full service. Both ground staff as well as on onboard staff was very friendly and classy. Snacks and drinks were handled with care. Seats are very comfortable for economy class but pitch is very tight. Unfortunately the USB charging ports didn't work. We arrived in Paris without delays and the captain kept us well informed.,positive,0.610936,1,87,8.766394,-8.128585
Not Verified ,,Solo Leisure,Economy Class,Dubai to Paris,20-Jan,1,2,,1,,1,1,no,10," Dubai to Paris. I was not given the option to reserve my seat, now I'm stuck in the middle seat with no room to breathe. I would definitely rate this flight zero stars. Never had this issue with Delta or Emirates.",negative,-0.819447,1,87,8.766394,-8.128585
? Trip Verified ,,Business,Economy Class,Bologna to Johannesburgvia Paris,20-Jan,5,5,5,,,5,5,yes,10,  Bologna to Johannesburg via Paris. The staff of air France are the most compassionate people I've dealt with on an aircraft. They are focused on Customer comfort. I will recommend Air France.,positive,0.671059,1,87,8.766394,-8.128585
Not Verified ,,Solo Leisure,Business Class,Toronto to Paris,20-Jan,5,5,1,4,,5,2,no,5,"  Flew from Toronto to Paris. Overall quite nice. My first time flying business class. Loved the pods - very private, nice amount of storage space too. My disappointment is with the food service. I ordered a lacto-ovo vegetarian meal service. Instead of the requested meal, I was given vegan meals. They were poor, curry seems to be the flavor of choice. I like a good curry but not at every meal. The supper menu was even worse. I received a bowl of steamed vegetables (a couple of carrots, some potatoes and some other unidentifiable vegetable with a heavy dose of rosemary). It was inedible. I returned it and filled up with bread and cheese. I am not sure why a lacto-ovo meal was not available. I am a foodie and pay a lot of attention to what I eat. The poor quality of the special meal will make me rethink flying on Air France in the future.",negative,-0.319235,1,87,8.766394,-8.128585
? Trip Verified ,,Solo Leisure,Economy Class,Prague to Cape Town via Paris,20-Jan,1,5,1,,,1,1,no,1,"  Prague to Cape Town via Paris. Very disappointed. My first flight arrives late and I had to run to even catch my plane. The flight was ok, very friendly staff, but my food was not nice When I arrived in Cape Town it turned out that my baggage had been left behind in Paris. I was told by airport staff that I would not get compensated for anything I needed to buy. My baggage was brought to me 3 days after I landed and it had been emptied out.  I have been trying to get in touch with Air France and no one is answering. Will never fly with them again.",negative,-0.868228,1,87,8.766394,-8.128585
? Trip Verified ,,Solo Leisure,Economy Class,Toronto to Paris,19-Dec,5,1,1,2,,5,1,no,3,"  Toronto to Paris. Brand new plane, very nice screens and everything was clean. Service not so much. Flight attendant was rude to me. I was in the middle seat and I didn't want to bother the people sitting next to me. So in the middle of an 8 hours flight, I called a flight attendant and asked for a glass of water. His response was  ""we're not serving now! The cart is in the back of the plane"", like he was annoyed I even called him. So I had to wake up people sitting next to me and go to the back and pour myself a glass of water. I'll never fly Air France again.",negative,-0.717096,0,86,9.716435,5.638355
? Trip Verified ,A330-300,Business,Business Class,Paris to Chicago,20-Jan,4,4,4,4,3,2,4,yes,8,"  Paris to Chicago. Very attentive, courteous service in flight by the cabin crew on AF 0136. I wish our US domestic carriers could follow suit I highly recommend Air France.",positive,0.867178,1,87,8.766394,-8.128585
? Trip Verified ,A320,Solo Leisure,Business Class,Paris to Madrid,20-Jan,1,2,1,1,1,3,1,no,2,"  Paris to Madrid. The product does not correspond to business class. The seats are the same as in the economy, the distance for the legs is not increased, the middle chair does not even transform into a table. The food is scarce and tasteless - two cold starters, a slice of cheese and a little chocolate bar. The staff responds to requests, but they are not particularly willing to do so. Wines in small bottles on a screw cap; champagne is not bad. This class of seating should at best be called premium-economy, if not Economy at all with slightly improved nutrition, but not business at all. §±§â§à§Õ§å§Ü§ä §ã§à§Ó§Ö§â§ê§Ö§ß§ß§à §ß§Ö §ã§à§à§ä§Ó§Ö§ä§ã§Ó§å§Ö§ä §Ò§Ú§Ù§ß§Ö§ã-§Ü§Ý§Ñ§ã§ã§å. §³§Ú§Õ§Ö§ß§Ú§ñ §ä§Ñ§Ü§Ú§Ö §Ø§Ö §Ü§Ñ§Ü §Ó §ï§Ü§à§ß§à§Þ§Ö, §â§Ñ§ã§ã§ä§à§ñ§ß§Ú§ñ §Õ§Ý§ñ §ß§à§Ô §ß§Ö §å§Ó§Ö§Ý§Ú§é§Ö§ß§í, §ã§â§Ö§Õ§ß§Ö§Ö §Ü§â§Ö§ã§Ý§à §Õ§Ñ§Ø§Ö §ß§Ö §ä§â§Ñ§ß§ã§æ§à§â§Þ§Ú§â§å§Ö§ä§ã§ñ §Ó §ã§ä§à§Ý§Ú§Ü. §¦§Õ§í §Þ§Ñ§Ý§à §Ú §ß§Ö§Ó§Ü§å§ã§ß§Ñ§ñ - §Õ§Ó§Ö §ç§à§Ý§à§Õ§ß§í§Ö §Ù§Ñ§Ü§å§ã§Ü§Ú, §Ü§å§ã§à§é§Ö§Ü §ã§í§â§Ñ §Ú §Þ§Ñ§Ý§Ö§ß§î§Ü§Ñ§ñ §ê§à§Ü§à§Ý§Ñ§Õ§Ü§Ñ. §±§Ö§â§ã§à§ß§Ñ§Ý §à§ä§Ù§í§Ó§Ñ§Ö§ä§ã§ñ §ß§Ñ §á§â§à§ã§î§Ò§í, §ß§à §Õ§Ö§Ý§Ñ§ð§ä §ï§ä§à §ß§Ö §à§ã§à§Ò§à §à§ç§à§ä§ß§à. §£§Ú§ß§Ñ §Ó §Þ§Ñ§Ý§Ö§ß§î§Ü§Ú§ç §Ò§å§ä§í§Ý§à§é§Ü§Ñ§ç §ß§Ñ §Ó§Ú§ß§ä§à§Ó§à§Û §Ü§â§í§ê§Ü§Ö , §ê§Ñ§Þ§á§Ñ§ß§ã§Ü§à§Ö §ß§Ö§á§Ý§à§ç§à§Ö. §¿§ä§à§ä §Ü§Ý§Ñ§ã§ã §à§Ò§ã§Ý§Ñ§Ø§Ú§Ó§Ñ§ß§Ú§ñ §Ó §Ý§å§é§ê§Ö§Þ §ã§Ý§å§é§Ñ§Ö §Õ§à§Ý§Ø§Ö§ß §ß§Ñ§Ù§í§Ó§Ñ§ä§î§ã§ñ premium-economy, §Ö§ã§Ý§Ú §Ó§à§à§Ò§ë§Ö §ß§Ö Economy §ã §é§å§ä§î §å§Ý§å§é§ê§Ö§ß§ß§í§Þ §á§Ú§ä§Ñ§ß§Ú§Ö§Þ, §ß§à §ß§Ú§Ü§Ñ§Ü §ß§Ö §Ò§Ú§Ù§ß§Ö§ã",negative,-0.771072,1,87,8.766394,-8.128585
? Trip Verified ,A321,Solo Leisure,Economy Class,Paris to Prague,19-Dec,3,4,4,,5,1,3,yes,6,"  Paris to Prague. First of all the passengers are checked for size and weight of cabin bags before security control. The flight was on time, we received small sandwich and a beverage, crew was nice. There was a wifi with free message pass which is great. However after arrival I found out that my cabin bag which I was forced to check-in came ripped which is unacceptable.",positive,0.561804,0,86,9.716435,5.638355
? Trip Verified ,,Family Leisure,Business Class,Johannesburg to Paris,20-Jan,4,1,1,3,3,1,1,no,3,  Johannesburg to Paris. Staff were most unfriendly to me. They forgot to serve me and my daughter dinner. And when we wanted to change our route they resisted our request in an unfriendly way. ,negative,-0.786619,1,87,8.766394,-8.128585
? Trip Verified ,Boeing 777,Solo Leisure,Economy Class,Birmingham to Hong Kong via Paris,20-Jan,1,2,2,2,1,1,1,no,1," Birmingham to Hong Kong via Paris. I booked a flight with Air France, a return flight from Hong Kong to Birmingham. I was unable to fly on the outbound flight as I had flown to Europe a few days earlier on a Business Trip. I informed the airline of this (Air France), stating that I still intended to take the inbound (return) flight from Birmingham to Hong Kong. I arrived at the airport for the inbound (return) flight as per my itinerary, only to be told by the Air France staff that my flights had been cancelled and I would be unable to fly unless I paid a 500 Euros administration charge to get my flights reinstated. Air France had not informed me that my flights had been cancelled at any point, despite numerous correspondences during the prior month. I then had to pay a significant amount of money to fly on a flight that I had already paid to fly on. It caused me an incredible amount of distress and embarrassment as well as the obvious personal financial cost. To make matters worse, I was treated exceptionally badly by the Air France staff at Birmingham airport. Why was I not notified that my full journey had been cancelled because of not taking the outbound flight? All in all, a terrible experience.",negative,-0.828325,1,87,8.766394,-8.128585
? Trip Verified ,Boeing 777-300ER,Solo Leisure,Economy Class,Montreal to Paris,19-Jul,5,5,5,4,,5,4,yes,9,"  Montreal to Paris in July 2019. Very nice moment  with Air France. I impressed by the ground/onboard service, the real plus of Air France. The only bad point i think is the Wifi, which is only on Boeing 787. ",positive,0.6156,0,86,9.716435,5.638355
? Trip Verified ,A320 / A319 / E190,Solo Leisure,Economy Class,Munich to Lyon via Paris,19-Oct,4,5,5,3,,5,4,yes,8,"  Munich to Lyon and Lyon to Frankfurt via Paris CDG. Booking on AF website was quite easy. Check in at Munich and Lyon very quick and got help from nice check in staff. 3 of 4 flights were slightly delayed, but captain informed passengers about that. All four flights were good, with professional cabin crew and free snacks/drinks. Seat and cabin were ok, but area around my seat could have been cleaner. Transfer at Paris was fast and easy. Can't understand the mass of negative reviews about CDG airport, signage is very clear and transfer from Terminal 2F (arrival from Lyon) to 2G (departure to Frankfurt) took only 20 minutes. Nice architecture and relaxed atmosphere at the airport, but Terminal 2F was a bit overcrowded. I can remmomend Air France and would book again.",positive,0.561161,0,86,9.716435,5.638355
? Trip Verified ,,Business,Economy Class,Paris to Milan,19-Dec,1,1,1,1,1,1,1,no,1," Paris to Milan. We upgraded to a Business Class ticket to fly at 12.25. Arrived at terminal 2F as we were running later than scheduled due to Taxi running out of fuel. Asked the attendant for assistance (showing our boarding passes) who pointed out the self-check-in computers. We stood there trying to figure the machines out then finally found someone to assist us. We got pointed to wait in the normal luggage drop off. Again when we asked for help as we were under time pressure we got assured by a man that we still had time who then pointed us down the other end. After exaplining to another lady down the end, she told us to wait and another lady will take care of us - this woman was very rude and continued to serve other passengers making us wait 5-10 mins before telling us that it¡¯s not her problem we are late and that we have missed the luggage check in. We then got referred to her supervisor who explained we had missed the deadline, and that we could be put on a later economy flight (and be refunded the business difference) or wait 9 hours for business class. We opted for economy and the earlier flight. She then referred us to ticketing who told us we had to pay for new tickets. Then we got sent back and forward. End story is we had to pay more than our original ticket price and flew economy. This would have been avoided had the initial attendee pointed us to business class check-in. This has to be the worst experience and I would never fly with Air France again.",negative,-0.622388,0,86,9.716435,5.638355
? Trip Verified ,,Couple Leisure,Economy Class,Milan to Houston via Paris,19-Oct,4,4,,,,4,2,yes,2,  Milan to Houston via Paris. The flights were okay as usual but my luggage arrived to Houston destroyed. I saw no Air France agents in the arrival. I took my luggage directly home and filled a claim form. I got an email with no case number or reference saying that I will get an answer in 2 weeks or little longer. Nothing happened after one month and I contacted customer services .. and they told me to re-fill the claim. I did on November 11 and I got another email identical to the previous one.,negative,-0.640714,0,86,9.716435,5.638355
? Trip Verified ,A330,Couple Leisure,Economy Class,Paris to Nairobi,19-Dec,1,,,,,1,1,no,1,"  Paris to Nairobi. We arrived in Paris from Atlanta with Delta and while connecting to Nairobi we were stopped and asked to weigh our hand luggage.  They confirmed the airline only allows 1 hand luggage. To add on it has to be 12kgs and not more. We had laptops, a few clothes for changing and the gifts from duty free, everyone was over 12 kgs. They forced us to throw them away because they would not let us check them in. They claimed the baggage doors were closed so no more bag check in. ",negative,-0.556129,0,86,9.716435,5.638355
? Trip Verified ,,Solo Leisure,Economy Class,Paris to Dubai,19-Dec,3,2,2,3,,1,2,no,2,"  The top of my bag was sheared off, the side has some kind of black tar or fuel melted on it that prevents the zipper from opening. My contents were practically spilling out on the baggage belt. When I filed a claim at the airport office, they told me I had to call by phone the next day. When I called the next day they said my claim number didn¡¯t exist, so I had to start a new one. I explained that I¡¯m currently in Afghanistan, but they insisted that I have to get a repair technician to examine the damage on my bag before a compensation decision could be made, which is impossible since I live on a military base. I was then told to submit a claim over email to customer service. I do so, and no one responds to me for a week. I¡¯m then told that I have to call customer support in my home country. I¡¯ve tried to reach them 4 times, each time I wait over 30min and never get connected.",negative,-0.786031,0,86,9.716435,5.638355
? Trip Verified ,A380-800,Couple Leisure,Premium Economy,Miami to Paris,19-Dec,2,4,3,3,,4,2,no,4,"  Miami to Paris. The 9 year old A380 looked dirty to me, a funky smell, dusty and ragged carpet. I was seated at emergency exit and my seat had limited recline. Also the flight arrival into Paris was delayed by 15 minutes. ",negative,-0.84755,0,86,9.716435,5.638355
? Trip Verified ,,Family Leisure,Economy Class,Paris to Seattle,19-Dec,1,1,1,4,4,5,1,no,2,"  Paris to Seattle. My food was terrible and the amount of drinks and snacks for a 8 hour flight was  lacking. We flew delta going to Paris and it was a night and day difference, the flight attendants were rude. KLM was so much better from the point of customer service.",negative,-0.622696,0,86,9.716435,5.638355
